CC_CRM_002014865937,未知,07-20,65,5,2022-10-09 18:51:17,mock_18446804336,2|6,L2,KS,tmall_000852431976,tt_000958423617,oO8fw58XJPA2ftep6kcDIONnaS0Uoxg1w3,7829,S1,71962.67,206,oO8fw5GBAdz6aQJWI1oL7DPEOe8btYXkhC,oO8fw5NZUmwGYhoPsvW5nx3CQiLz2fda09,0,0
CC_CRM_002684705931,女,03-11,26,6,2022-11-13 07:46:01,mock_17572562010,4|2|6,L2,KS,tmall_000485963217,tt_006742513908,oO8fw5XqhAoH21mbkD7Qd4jK6RrCplLUVW,32680,S2,20712.77,286,oO8fw5WCwBhMScR9a24uljtyGreJxUHIOz,oO8fw5eZlxTjtoXEWOnUD3vqsrydazK4Bi,1,1
CC_CRM_000941327685,女,06-24,70,1,2023-07-20 09:05:02,mock_15282086435,6|5|1,L1,YOUZAN,tmall_007915086423,tt_003276148509,oO8fw5pIc7SC0eKMd9olqzDYVNLxb8WJ36,68639,S1,83998.96,284,oO8fw5m5JQAodyuw0IjShafL9BGV8HXtZY,oO8fw5oBRhyiTbS1XQGsZV5pjUmuPI4N8d,0,0
CC_CRM_005912036784,女,06-07,50,4,2023-04-25 12:06:37,mock_17526604950,6|1|2|3|5,L3,KS,tmall_004180627593,tt_007850461293,oO8fw5hBJbDqiwmOYlQVNpX8youREIf5P9,64962,S2,183718.72,81,oO8fw54mAJsgZCBFnjoSXeThUvYytbDKa1,oO8fw5yqoEHmzFdOLvcJsaY3A0D4g9nWuS,0,0
CC_CRM_004153802796,女,12-10,51,4,2022-08-16 22:55:12,mock_14586966320,4|5|3|6|1,L5,TAOBAO,tmall_002806495713,tt_005126739480,oO8fw5kDncWUd8A9s0KwS2qayXFQJ1fTOo,90258,S2,138723.23,650,oO8fw5oVrSJgck8jApeOR7WstBvCL35Zm4,oO8fw5UnoXMwTYH3KD48QLhfy7Ijmsr2Oe,1,1
CC_CRM_009174836502,未知,02-11,48,6,2023-05-16 23:38:43,mock_13933090272,2|4|3,L5,YOUZAN,tmall_002305781694,tt_009465172083,oO8fw5XLYV6OcqwfFkPeaMztWZNi7U4s89,5697,S1,94115.73,482,oO8fw5etNV9RK0c5fxOpbAFW7LQj6IS4MG,oO8fw5Daexg08JXoksuI6H5nC7bKBY1Fhl,0,0
CC_CRM_003845269701,未知,03-04,32,2,2023-03-19 13:39:10,mock_18280230456,5|3|4|1|2,L1,YOUZAN,tmall_002510789436,tt_005692780341,oO8fw5T0chBMKGteS8j5aYikpsXU3D9ORQ,34599,S2,183830.06,322,oO8fw5NvzKQCjnLGIb0BtOsmScwMREf8T2,oO8fw5Ik2pidZ1Gzv3FqrXCRtSgY5wTm7B,1,0
CC_CRM_000524168973,男,07-10,34,2,2023-06-30 15:44:56,mock_13114541624,6|3|5,L2,DOUYIN,tmall_004275816903,tt_006397214580,oO8fw5Dq3YQ92dW176ljFPoEmTgs4nwLSH,36101,S3,4289.31,388,oO8fw5Sw6FOo7GfnupV0cX4hIUbQZYNDzJ,oO8fw5UGsge9PpzokKrNZQchE0jmqxS5WF,0,1
CC_CRM_004783290561,男,10-14,32,5,2022-11-09 13:09:40,mock_13056717317,4|2|1|5,L2,WECHAT_MNP,tmall_003618957204,tt_005260139478,oO8fw5kUgavnpYhAIDNcWbGLfE508m21Qj,66428,S4,13734.08,390,oO8fw5V0rneWbZEtNFu31qvcP9QlhXgH6k,oO8fw5Hc7BoLkjUv8l9FR2WAzfyDniCOm4,1,0
CC_CRM_005438672910,未知,10-01,61,6,2022-09-20 00:46:01,mock_17889331418,1|3,L1,KS,tmall_000675418239,tt_003605297814,oO8fw5HqjRbtWug3zFMS7PaVXE9vNdBy8T,61234,S1,6651.04,284,oO8fw5YqAiD8JsXBZxu1OhRV0HwfjgezQT,oO8fw5cwzt4Q5OrSAd3UiJCa0yT126WHp8,1,1
CC_CRM_001453729086,女,07-08,20,5,2023-03-04 03:03:49,mock_14983715859,6|3|2,L1,DOUYIN,tmall_003958106427,tt_005096347281,oO8fw5OXjpifCw7eS0mbaHdhu2Bt8lIQNR,78567,S1,62814.75,91,oO8fw5qmKN2X5sEdu4MelLVgTO9WrSptRi,oO8fw5bcl0CYJD2fBi4ZgTSeUVx1v3I9WG,0,0
CC_CRM_001674983052,男,05-20,73,1,2022-11-30 16:28:39,mock_14934172381,4|3|5|6,L4,WECHAT_MNP,tmall_003756921804,tt_003276954081,oO8fw5lItMmO0cxCQH2PboY5BG8fhkXvE9,33907,S3,142095.33,570,oO8fw5IqYWtfzBwmlMX8CVAGNi0O7U41Kc,oO8fw5Aj7F9gCTelXPIa0iOhqS2Eymzf5G,0,1
CC_CRM_001254980637,女,02-03,30,2,2023-07-20 22:39:07,mock_14598511059,2,L4,WECHAT_MNP,tmall_007631428950,tt_007689341205,oO8fw5Zo3k10viz6CtPNyhwclIQsFqDMWV,20185,S1,117053.7,16,oO8fw5r4T2fnNDWZF1QwzUlmCGe8RLAME9,oO8fw5zeLZtvRapIcK3JNQ4AgXuwbGTViH,0,1
CC_CRM_006328590471,未知,01-22,33,6,2023-05-10 03:48:37,mock_17871849308,5|3|6|2,L2,DOUYIN,tmall_000982614537,tt_005724016398,oO8fw5pxSGMHqngCiR34Xy6akAds2mzfw9,4003,S4,89083.72,392,oO8fw5HKpcdQEtZwNhr82Ci5XbOsBDmSuW,oO8fw55Zc3svNJbV4FnSXpYAjGDkUxEIeK,1,1
CC_CRM_008376109254,男,08-13,71,2,2022-10-21 17:29:43,mock_17887681917,3,L2,YOUZAN,tmall_004280137659,tt_000962845317,oO8fw5I2vsbxaco6mUwBuQGeTNiqh5VYEy,80225,S5,45915.93,675,oO8fw52CbA9iLj8tQ1HvhzP3mFoXnkTYV6,oO8fw58JjStC4lX0LG9rbDfg6W7ZckYVyw,1,0
CC_CRM_002109754368,女,07-26,25,1,2023-05-28 01:11:02,mock_14725109662,5|1|2|6|3|4,L2,TAOBAO,tmall_004059378126,tt_004210698537,oO8fw5bowk9glY73MasBCAFrdS5zU1Lj4u,16556,S1,188032.4,516,oO8fw5bhT0XBJIoErZQw5aMj8WVmDs63Hc,oO8fw5zgL9Dpl3VikQK5GSnhauj6ytBfwN,0,1
CC_CRM_001462093758,女,12-20,59,6,2023-01-21 06:25:43,mock_17310281973,4|2|1|3|5|6,L3,TAOBAO,tmall_009068127345,tt_005934786120,oO8fw50KaSZ3zLTnp5jXF4DmeqAVNrxyYv,71568,S1,164047.92,570,oO8fw5b3PTcYaCe5LWfn2B1X6EqHDpAuN0,oO8fw5Mak0g4zCvt31qJux6AjEFyXneDPI,1,0
CC_CRM_006042815793,男,07-21,46,6,2023-05-29 06:04:42,mock_18376832452,2|4|1,L5,TAOBAO,tmall_003867920451,tt_008429065731,oO8fw5Fy5Szw8YZe4uA0k7PWNx1t2DHOhU,5874,S5,92934.25,635,oO8fw5XUW0PshfrjAcYxGMgCLatkpTyHIN,oO8fw5Yw4HjTi6UtBZlPAsO9F5qeEIfy2C,1,1
CC_CRM_009152874306,未知,05-20,23,6,2023-05-30 19:54:01,mock_15734420684,1|3|4|2|6|5,L4,TAOBAO,tmall_003487102695,tt_007685412309,oO8fw5vgafEWlzTouZyMYXpUOnc4FARDPt,79686,S5,3503.69,170,oO8fw5JCbo6ZH3q8pQYVfLXcm9E5e1FazI,oO8fw5yTYfXoJR4V1Hdx9MQtZqDWvSblk2,1,1
CC_CRM_007394065281,男,09-08,24,2,2022-09-06 17:39:52,mock_13488160655,5|3|6|2|4,L4,WECHAT_MNP,tmall_008617340259,tt_002675943018,oO8fw5ftXjrvlhnDBNAue64K1yGa8xWLiR,48588,S3,123240.32,29,oO8fw5ydB5S7oUgZ1YcvqtDk8r0NnlmKjb,oO8fw55KSEARcGf3Lx2g0bU8WsMtiD7zqB,1,0
CC_CRM_003890215746,女,11-30,33,6,2022-08-23 23:02:51,mock_15887211200,4|1|2|5|3,L4,YOUZAN,tmall_005143829760,tt_005639718402,oO8fw5Z2ePRKj7FVGnMOXo0gA3c9TLDu1x,76513,S5,89113.25,36,oO8fw5rvzD0JHqj7B3yOMgtbk2cEPY6CLU,oO8fw5mFDytghbdQiUl5XHsc1JBpCfWa3o,1,0
CC_CRM_008320471569,女,10-31,20,1,2023-07-24 00:30:35,mock_14983573149,2|4|1|6,L5,DOUYIN,tmall_004370216958,tt_006453029817,oO8fw5HPcFgEys9VJz2W6Qr0mYZNU1dhix,4689,S4,190800.35,694,oO8fw5cd8MaBrXTpLZ1Vv0JeGfihbzWx3E,oO8fw5MaJXdHxqvcp4D3zwtjs8Y5f9nyrK,0,1
CC_CRM_006923158704,女,11-30,35,2,2022-09-24 15:13:10,mock_13815621371,6|3|5|2|1|4,L5,WECHAT_MNP,tmall_003864512907,tt_005491670238,oO8fw5DKFAznmR8M9YcLsZ5xWay6v420kN,88723,S5,177125.91,82,oO8fw51JwBAFxC3ha547fezcM2oEIDqdGk,oO8fw5LnFV7xUWKTCcDXI2JtEZw4GM9B8R,1,1
CC_CRM_004652130798,女,05-30,67,6,2023-01-07 20:33:20,mock_14981063427,3|2|1|4|6|5,L5,WECHAT_MNP,tmall_004071529638,tt_003528607941,oO8fw51gqnbBLvz5xZrcFetuOYj6h4S098,95141,S3,42052.63,150,oO8fw5w4GJI0AVigr6qZUbRfcYPtxHoELT,oO8fw5gQl6P5ifpv2E1YWIxknsN9jdXeFZ,1,1
CC_CRM_006524309871,女,11-17,23,2,2023-06-10 18:58:04,mock_18836976640,1|2|5,L3,KS,tmall_007359608142,tt_004108739256,oO8fw5Z1rFP7JRpukA25Uv9ECQSniHWTyg,13787,S3,36543.7,159,oO8fw5wGs2AnhySOtHv8JUFoLMX6ufiPzd,oO8fw50e1g4U27EMqzTYN5RFKQwXDvjImi,0,1
